product_id,product_type,product_name,attrs_indexes_dict,battery_type,color,compatible_card,designed_for,display_type,features,graphic_memory,lens_cap_type,lens_mount,lens_type,memory_technology,mount_type,number_of_cores,operating_system,os_architecture,ports,prime_zoom,processor_brand,processor_generation,processor_name,processor_type,ram,sensor_type,shape,ssd_capacity,storage_type,system_memory,system_memory_type,type,video_quality,video_resolution
120154329,gaming_computer,"HP Gaming 15-EC0013DX - 15.6"" FHD - AMD Ryzen 5 3550H - NVIDIA GTX 1050-8GB - 256GB SSD","{u'processor_name': (36, 39), u'processor_brand': (56, 62), u'system_memory': (72, 75), u'type': (3, 9)}",,Black,,,,,,,,,,,,Windows 10,,,,AMD,,Ryzen 7,,,,,,,8 GB,DDR4,SSD,,
120154426,gaming_computer,"POLO_G1 Gaming PC with Intel Core i7 9700K/16GB RAM/2TB SATA HDD, 250GB SSD/Windows 10 Home 64-Bit Trial Version/ZOTAC GeForce GTX 1060 DirectX 12 6GB 192-Bit GDDR5X Graphics Card","{u'operating_system': (76, 83), u'system_memory': (147, 150), u'storage_type': (61, 64), u'processor_name': (29, 36), u'processor_brand': (23, 28), u'type': (175, 179)}",,Red,,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,,HDD,16 GB,,SSD,,
120154494,gaming_computer,"ASUS ROG Strix G G731GT-H7160T 17.3"" FHD 120Hz Gaming Laptop GTX 1650 4GB Graphics (Core i5-9300H 9th Gen/8GB RAM/512GB NVMe SSD/Windows 10/One-Zone RGB KB/2.85 Kg), Glacier Blue","{u'operating_system': (129, 136), u'processor_generation': (98, 105), u'color': (174, 178), u'system_memory': (70, 73), u'processor_name': (89, 91), u'type': (47, 60)}",,Blue,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,,8 GB,DDR4,SSD,,
120154579,gaming_computer,"ASUS ROG Strix G G731GT-H7147T 17.3"" FHD 120Hz Gaming Laptop GTX 1650 4GB Graphics (Core i5-9300H 9th Gen/8GB RAM/512GB NVMe SSD/Windows 10/One-Zone RGB KB/2.85 Kg), Black","{u'operating_system': (129, 136), u'processor_generation': (98, 105), u'color': (166, 171), u'system_memory': (70, 73), u'processor_name': (89, 91), u'type': (47, 60)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,,8 GB,DDR4,SSD,,
134718369,gaming_computer,"Sanaavay PC (Intel Core i5 9th Gen, 24"" Monitor, 240GB SSD, 4GB Ram, Windows 10 Pro, NVIDIA 4GB Graphics, 1TB HDD, MS Office, DVD, WiFi)  --  4gb gtx1050ti","{u'operating_system': (69, 76), u'processor_generation': (27, 34), u'system_memory': (60, 63), u'storage_type': (110, 113), u'processor_name': (13, 26), u'processor_brand': (85, 91), u'type': (118, 124)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,HDD,4 GB,,SSD,,
113863216,gaming_computer,"Lenovo Ideapad L340 Gaming 9th Gen Intel Core i5 15.6 inch FHD Laptop (8GB/1TB HDD + 128GB SSD/NVIDIA GTX 1050 3GB Graphics/Windows 10/MS Office/Black/2.2Kg), 81LK00GXIN","{u'operating_system': (124, 131), u'processor_generation': (27, 34), u'color': (145, 150), u'system_memory': (111, 114), u'storage_type': (79, 82), u'processor_name': (35, 48), u'processor_brand': (95, 101), u'type': (138, 144)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,HDD,8 GB,,SSD,,
106916441,gaming_computer,"Asus 2016 Flagship 15.6"" IPS Full HD Touchscreen Gaming Laptop (Intel Quad-Core i7-4720HQ Processor, 16GB RAM, 1TB HDD, NVIDIA GeForce GTX 950 M, Backlit Keyboard, Windows 10)","{u'operating_system': (164, 171), u'system_memory': (101, 105), u'storage_type': (115, 118), u'processor_name': (75, 82), u'processor_brand': (120, 126), u'type': (34, 36)}",,Silver (extracted from unorganised specs),,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,,HDD,16 GB,SDRAM,Processor,,
107911499,gaming_computer,"Dell Inspiron 15 5584 (Core i7-8th Gen/8GB RAM/1TB HDD + 512 SSD/15.6"" FHD/Windows 10/4GB Nvidia Graphics/MS Office/Backlit Keyboard) (Silver, 1.9kg)","{u'operating_system': (75, 82), u'processor_generation': (31, 38), u'color': (135, 141), u'system_memory': (86, 89), u'storage_type': (51, 54), u'processor_name': (23, 30), u'processor_brand': (90, 96), u'type': (109, 115)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i7,,,,,,HDD,8 GB,DDR4,SSD,,
120155205,gaming_computer,"ASUS ROG Strix G G731GT-H7180T 17.3"" FHD 120Hz Gaming Laptop GTX 1650 4GB Graphics (Core i5-9300H 9th Gen/8GB RAM/1TB NVMe SSD/Windows 10/One-Zone RGB KB/2.85 Kg), Black","{u'operating_system': (127, 134), u'processor_generation': (98, 105), u'color': (164, 169), u'system_memory': (70, 73), u'processor_name': (89, 91), u'type': (47, 60)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,,8 GB,DDR4 (extracted from unorganised specs),SSD,,
108380557,gaming_computer,"Acer Nitro 5 AN515-52 15.6-inch Laptop (8th Gen Intel Core i5-8300H/8GB/1TB + 256GB SSD/Windows 10 Home 64-bit/4GB NVIDIA GeForce GTX 1050Ti Graphics), Shale Black with logitech wireless gaming mouse","{u'operating_system': (88, 95), u'processor_generation': (40, 47), u'color': (158, 163), u'system_memory': (111, 114), u'processor_name': (48, 61), u'processor_brand': (115, 121), u'type': (178, 186)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i5,,,,,,,8 GB,DDR4,Wireless,,
120143082,gaming_computer,"Lenovo E570 15.6"" FHD Business Laptop Computer, Intel Core i7-6500U Up to 3.1GHz, 8GB RAM, 256GB SSD + 1TB HDD, Nvidia GeForce 940MX, AC WiFi, Bluetooth, HDMI, DVDRW, Windows 10 Professional","{u'operating_system': (167, 174), u'system_memory': (82, 85), u'storage_type': (107, 110), u'processor_name': (54, 61), u'processor_brand': (112, 118), u'type': (143, 152)}",,,,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,,HDD,8 GB,,SSD,,
111376946,gaming_computer,"ASUS ROG Strix GL10DH-IN011T Gaming Desktop (AMD 8-Core RYZEN 7-2700/8GB RAM/512GB PCIe SSD/Windows 10/4GB NVIDIA GeForce GTX 1650 Graphics), Iron Gray","{u'operating_system': (92, 99), u'color': (147, 151), u'system_memory': (103, 106), u'processor_name': (45, 48), u'processor_brand': (107, 113), u'type': (36, 43)}",,Gray,,,,,,,,,,,,Windows 10,,,,AMD,,Ryzen 7,,,,,,,8 GB,DDR4,SSD,,
119102914,gaming_computer,HP Omen 15-dc0084tx (8th Gen Intel Core i7-8750H/16GB/128GB SSD + 1TB HDD/Win10/GTX 1050Ti 4GB Graphics/144 Hz Refresh Rate) & Omen Gaming Backpack  --  laptop + bag - i7 (8th gen) + 1050ti + 16gb,"{u'processor_generation': (21, 28), u'system_memory': (49, 53), u'storage_type': (70, 73), u'processor_name': (35, 42), u'processor_brand': (29, 34), u'type': (132, 138)}",,,,,,,,,,,,,,,,,,Intel,8th Gen,Core i7,,,,,,HDD,4 GB,DDR4,SSD,,
125214406,gaming_computer,Gandiva Gaming PC Computer (Core i5 3rd Gen CPU/ 8GB DDR3 RAM /1TB HDD/Cabinet/WiFi) Windows 10 + MS Office (Trial) PUBG & Call of Duty Pre-Installed – with Joystick (4GB Graphics / 240GB SSD),"{u'operating_system': (85, 92), u'processor_generation': (36, 43), u'system_memory': (167, 170), u'system_memory_type': (53, 57), u'storage_type': (67, 70), u'processor_name': (33, 35), u'type': (101, 107)}",,,,,,,,,,,,,,Free DOS,,,,Intel,3rd Gen,Core i5,,,,,,HDD,8 GB,DDR3,SSD,,
134718372,gaming_computer,"Sanaavay PC (Intel Core i3 9th Gen, 19.5"" Monitor, 16GB Ram, Windows 10 Pro, NVIDIA 4GB Graphics, 1TB HDD, MS Office, DVD, WiFi)  --  4gb gt730","{u'operating_system': (61, 68), u'processor_generation': (27, 34), u'system_memory': (51, 55), u'storage_type': (102, 105), u'processor_name': (24, 26), u'processor_brand': (77, 83), u'type': (110, 116)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i3,,,,,,HDD,4 GB,,PC,,
120156118,gaming_computer,"ZILLA i5 9th gen 6 core - Upto 4.10 Ghz, 8GB DDR4 2400Mhz, Nvidia GTX 1050ti 4GB, 120GB SSD, 1TB HDD, Gaming PC","{u'processor_generation': (9, 16), u'system_memory': (77, 80), u'system_memory_type': (45, 49), u'storage_type': (97, 100), u'processor_name': (6, 8), u'processor_brand': (59, 65), u'type': (102, 108)}",,,,,,,,,,,,,,Windows,,,,Intel,9th Gen,Core i5,,,,,,HDD,8 GB,DDR4,SSD,,
113864830,gaming_computer,"Lenovo Ideapad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 512GB Nvme SSD, NVIDIA GeForce GTX 1650, Windows 10, 81LK00HDUS, Black","{u'operating_system': (162, 169), u'color': (186, 191), u'system_memory': (107, 110), u'system_memory_type': (111, 115), u'processor_name': (76, 89), u'processor_brand': (137, 143), u'type': (20, 33)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,,Core i5,,,,,,,8 GB,DDR4,SSD,,
21603152,gaming_computer,"Lenovo Legion Y530 8thGeneration Corei7,8GB,1TB+128GB SSD,4GB Graphics,15.6"" Windows 10 Gaming Laptop","{u'system_memory': (58, 61), u'operating_system': (77, 84), u'type': (88, 101)}",,,,,,,,,,,,,,Windows 10,,,,Intel (extracted from unorganised specs),,,,,,,,,8 GB,,SSD,,
7958708,gaming_computer,"MSI Gaming MSI GE63 8RF-2018 15.6-inch Laptop (8th Gen Core i7-8750H/16GB/1TB/256GB SSD/Windows 10/8GB Graphics), Black","{u'operating_system': (88, 95), u'processor_generation': (47, 54), u'color': (114, 119), u'system_memory': (69, 73), u'processor_name': (55, 62), u'type': (4, 10)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i7,,,,,,,8 GB,DDR4,SSD,,
120143287,gaming_computer,"Encoded G20-A1 Gaming PC - Intel 8th Gen Core i3-8100, RX 570 4GB Graphics, 240GB SSD, 4TB HDD (240GB SSD and 4TB HDD)","{u'processor_generation': (33, 40), u'system_memory': (62, 65), u'storage_type': (91, 94), u'processor_name': (46, 48), u'processor_brand': (27, 32), u'type': (15, 21)}",,,,,,,,,,,,,,Windows,,,,Intel,8th Gen,Core i3,,,,,,HDD,16 GB,,SSD,,
133774806,gaming_computer,"Sanaavay PC (Intel Core i5 9th Gen, 24"" Monitor, 120GB SSD, 8GB Ram, Windows 10 Pro, NVIDIA 4GB Graphics, 2TB HDD, MS Office, DVD, WiFi)  --  4gb gt730","{u'operating_system': (69, 76), u'processor_generation': (27, 34), u'system_memory': (92, 95), u'storage_type': (110, 113), u'processor_name': (13, 26), u'processor_brand': (85, 91), u'type': (118, 124)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,HDD,8 GB,,SSD,,
105739065,gaming_computer,"ASUS ZenBook Pro Duo UX581 Intel Core i7 9th Gen 15.6"" 4K UHD OLED Touchscreen Laptop (32GB RAM/1TB NVMe SSD/Windows 10/GeForce RTX 2060 Graphics/ScreenPad Plus/Celestial Blue/2.5 Kg), UX581GV-H7201T  --  without accessory - core i7-9750h 9th gen","{u'operating_system': (109, 116), u'processor_generation': (41, 48), u'color': (171, 175), u'system_memory': (87, 91), u'processor_name': (33, 40), u'processor_brand': (27, 32), u'type': (105, 108)}",,Blue,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i7,,,,,,,32 GB,DDR4,Wireless,,
120143332,gaming_computer,"Encoded G20-A1 Gaming PC - Intel 8th Gen Core i3-8100, RX 570 4GB Graphics, 120GB SSD, 1TB HDD (120GB SSD and 1TB HDD)","{u'processor_generation': (33, 40), u'system_memory': (62, 65), u'storage_type': (91, 94), u'processor_name': (46, 48), u'processor_brand': (27, 32), u'type': (15, 21)}",,,,,,,,,,,,,,Windows,,,,Intel,8th Gen,Core i3,,,,,,HDD,16 GB,,SSD,,
7959664,gaming_computer,"Acer Predator G9-793 15.6-inch Notebook (Core i7 7700HQ/16GB/2TB/Windows 10/256GB SSD/GTX1070 8GB VRAM), Black","{u'color': (105, 110), u'processor_name': (41, 48), u'system_memory': (56, 60), u'operating_system': (65, 72), u'type': (82, 85)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,,,16 GB,DDR4,SSD,,
131560797,gaming_computer,"2019 Lenovo Legion Y545 Gaming Laptop Computer, 15.6"" FHD, 9th Gen Intel Hexa-Core i7-9750H Up to 4.5GHz, 16GB DDR4 RAM, 1TB HDD + 256GB PCIE SSD, GeForce GTX 1650 4GB GDDR5, Windows 10","{u'operating_system': (175, 182), u'processor_generation': (59, 66), u'system_memory': (106, 110), u'system_memory_type': (111, 115), u'storage_type': (125, 128), u'processor_name': (78, 85), u'processor_brand': (67, 72), u'type': (24, 37)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i7,,,,,,HDD,16 GB,DDR4,SSD,,
134575710,gaming_computer,"ASUS TUF Gaming A15 FA506II-HN152T 15.6-inch FHD 144Hz Gaming Laptop (AMD Ryzen 7 4800H/8GB RAM/512GB NVMe SSD/Windows 10/4GB GDDR6 NVIDIA GeForce GTX 1650 Ti Graphics/2.30 Kg), Bonfire Black","{u'operating_system': (111, 118), u'color': (186, 191), u'system_memory': (122, 125), u'processor_name': (70, 73), u'processor_brand': (132, 138), u'type': (55, 68)}",,Black,,,,,,,,,,,,Windows 10,,,,AMD,,AMD,,,,,,,8 GB,DDR4,SSD,,
134576000,gaming_computer,"ASUS TUF Gaming A15 Laptop 15.6"" FHD 144Hz Ryzen 5 4600H, GTX 1650Ti 4GB Graphics (8GB RAM/1TB HDD + 512GB NVMe SSD/Windows 10/Fortress Gray/2.30 Kg), FA566II-HN230T","{u'operating_system': (116, 123), u'color': (136, 140), u'system_memory': (69, 72), u'storage_type': (95, 98), u'processor_name': (43, 50), u'type': (9, 15)}",,Gray,,,,,,,,,,,,Windows 10,,,,AMD,,Ryzen 5,,,,,,HDD,8 GB,DDR4,SSD,,
133769007,gaming_computer,"Sanaavay PC (Intel Core i5 9th Gen, 24"" Monitor, 240GB SSD, 32GB Ram, Windows 10 Pro, NVIDIA 4GB Graphics, 2TB HDD, MS Office, DVD, WiFi)  --  4gb gtx1050ti","{u'operating_system': (70, 77), u'processor_generation': (27, 34), u'system_memory': (60, 64), u'storage_type': (111, 114), u'processor_name': (13, 26), u'processor_brand': (86, 92), u'type': (119, 125)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,HDD,4 GB,,SSD,,
119372491,gaming_computer,"ASUS VivoBook Gaming F571GD-BQ259T 15.6"" FHD Thin and Light Laptop GTX 1050 4GB Graphics (Core i5-8300H 8th Gen/8GB RAM/512GB NVMe SSD/Windows 10/FP Reader/Backlit KB/2.14 Kg), Star Black","{u'operating_system': (135, 142), u'processor_generation': (104, 111), u'color': (182, 187), u'system_memory': (76, 79), u'processor_name': (95, 97), u'type': (14, 20)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i5,,,,,,,8 GB,DDR4,Thin and Light Laptop,,
106831188,gaming_computer,"HP Pavilion Gaming 15-ec0028AX 15.6-inch Gaming Laptop (Ryzen 7 3750H/8GB/1TB HDD + 256GB SSD/Windows 10 Home/4GB NVIDIA GTX 1650 Graphics), Shadow Black","{u'operating_system': (94, 101), u'color': (148, 153), u'system_memory': (110, 113), u'storage_type': (78, 81), u'processor_name': (56, 63), u'processor_brand': (114, 120), u'type': (41, 54)}",,Black,,,,,,,,,,,,Windows 10,,,,AMD,,Ryzen 7,,,,,,HDD,8 GB,DDR4,SSD,,
90652502,gaming_computer,"Acer Nitro 7 Intel Core i5-9300H Processor 15.6-inch Thin & Light Gaming 1920 X 1080 Laptop (8 GB RAM/ 1 TB SSD/ Win 10 / 4 GB NVIDIA GeForce GTX 1650/Obsidian Black/ 2.5 kgs), AN715-51","{u'ssd_capacity': (93, 97), u'color': (160, 165), u'system_memory': (122, 126), u'processor_name': (13, 26), u'processor_brand': (127, 133), u'type': (66, 72)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,,Core i5,,,,,8 GB,,8 GB,DDR4,Wireless,,
131562549,gaming_computer,"MSI GS65 Stealth-004 15.6"" Razor Thin Bezel Gaming Laptop NVIDIA RTX 2070 8G Max-Q, 144Hz 7ms, Intel i7-8750H, 16GB, 256GB NVMe SSD, TB3, Per Key RGB, Win10P, Matte Black w/Gold Diamond Cut","{u'color': (173, 177), u'processor_brand': (58, 64), u'system_memory': (111, 115), u'type': (44, 57)}",,Gold,,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,,,16 GB,DDR4,SSD,,
105660261,gaming_computer,"ASUS ROG Strix GL10CS-IN037T Gaming Desktop (9th Gen Intel Core i5-9400/8GB RAM/256GB PCIe SSD/Windows 10/4GB NVIDIA GeForce GTX 1650 Graphics), Iron Gray","{u'operating_system': (95, 102), u'processor_generation': (45, 52), u'color': (150, 154), u'system_memory': (106, 109), u'processor_name': (53, 66), u'processor_brand': (110, 116), u'type': (36, 43)}",,Grey,,,,,,,,,,,,Windows,,,,Intel,9th Gen,Core i5,,,,,,,8 GB,DRAM,SSD,,
91570049,gaming_computer,"MSI GE63 Raider RGB-011 120Hz 3ms 94%NTSC Premium Gaming Laptop i7-8750H (6 cores) GTX 1060 6G, 16GB 256GB+1TB HDD, 15.6","{u'system_memory': (96, 100), u'type': (50, 63), u'storage_type': (111, 114)}",,Multi Color (extracted from unorganised specs),,,,,,,,,,,,Windows,,,,Intel,,Core i7,,,,,,HDD,16 GB,DDR3,Laptop,,
120143776,gaming_computer,"Electrobot Gaming Tower PC – Ryzen 5 2600 6-Core 3.4 GHz, NVIDIA GeForce GTX 1660 TI 6G, 120G SSD, 1TB HDD, 8GB DDR4, 3 RGB Fans with Controller","{u'system_memory': (108, 111), u'system_memory_type': (112, 116), u'storage_type': (103, 106), u'processor_name': (29, 36), u'processor_brand': (58, 64), u'type': (11, 17)}",,,,,,,,,,,,,,Free DOS,,,,AMD,,Ryzen 5,,,,,,HDD,8 GB,DDR4,Tower,,
134718538,gaming_computer,"Sanaavay PC (Intel Core i5 9th Gen, 19.5"" Monitor, 32GB Ram, Windows 10 Pro, NVIDIA 4GB Graphics, 2TB HDD, MS Office, DVD, WiFi)  --  4gb gt730","{u'operating_system': (61, 68), u'processor_generation': (27, 34), u'system_memory': (51, 55), u'storage_type': (102, 105), u'processor_name': (13, 26), u'processor_brand': (77, 83), u'type': (110, 116)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,HDD,4 GB,,PC,,
92503542,gaming_computer,"HP Pavilion Gaming 9th Gen Intel Core i5 Processor 15.6-inch FHD Gaming Laptop (8GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB Graphics/Shadow Black/2.17 Kg), 15-bc513TX  --  i5 9th gen + 512 ssd + 1650 4gb","{u'operating_system': (94, 101), u'processor_generation': (19, 26), u'color': (141, 146), u'system_memory': (121, 124), u'processor_name': (27, 40), u'processor_brand': (105, 111), u'type': (65, 78)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,,8 GB,DDR4,Wireless,,
86867506,gaming_computer,"MSI Gaming GL63 9RDS-853IN Intel Core i7-9750H 9th Gen 15.6-inch Gaming Laptop(8GB/1TB HDD + 128GB NVMe SSD/Windows 10/GTX 1050 Ti, 4GB Graphics/Black/2.22Kg ) 9S7-16P532-853","{u'operating_system': (108, 115), u'processor_generation': (47, 54), u'color': (145, 150), u'system_memory': (132, 135), u'storage_type': (87, 90), u'processor_name': (33, 40), u'processor_brand': (27, 32), u'type': (65, 78)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i7,,,,,,HDD,8 GB,DDR4,SSD,,
133862711,gaming_computer,"MSI GL75 9SDK-057 17.3"" FHD 120Hz Gaming Laptop, Intel Core i7-9750H, NVIDIA GTX 1660Ti, 16GB, 512GB NVMe SSD, Win 10","{u'processor_name': (55, 62), u'processor_brand': (70, 76), u'system_memory': (89, 93), u'type': (34, 47)}",,,,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,,,16 GB,,SSD,,
133775350,gaming_computer,"Sanaavay PC (Intel Core i5 9th Gen, 21.5"" Monitor, 120GB SSD, 32GB Ram, Windows 10 Pro, NVIDIA 4GB Graphics, 500GB HDD, MS Office, DVD, WiFi)  --  4gb gtx1050ti","{u'operating_system': (72, 79), u'processor_generation': (27, 34), u'system_memory': (62, 66), u'storage_type': (115, 118), u'processor_name': (13, 26), u'processor_brand': (88, 94), u'type': (123, 129)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,HDD,4 GB,,SSD,,
125213563,gaming_computer,"HP Spectre X360 15-df1004TX 15.6-inch Laptop (9th Gen Core i7-9750H/16GB/512GB + 32GB SSD/Windows 10/4GB NVIDIA GeForce GTX 1650 Graphics), Dark Ash Silver","{u'operating_system': (90, 97), u'processor_generation': (46, 53), u'color': (149, 155), u'system_memory': (68, 72), u'processor_name': (54, 61), u'processor_brand': (105, 111), u'type': (86, 89)}",,Silver,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i7,,,,,,,16 GB,DDR4,SSD,,
134718862,gaming_computer,"Sanaavay PC (Intel Core i5 9th Gen, 240GB SSD, 16GB Ram, Windows 10 Pro, NVIDIA 4GB Graphics, 1TB HDD, MS Office, DVD, WiFi Ready)","{u'operating_system': (57, 64), u'processor_generation': (27, 34), u'system_memory': (47, 51), u'storage_type': (98, 101), u'processor_name': (13, 26), u'processor_brand': (73, 79), u'type': (106, 112)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,HDD,4 GB,,SSD,,
7438549,gaming_computer,"HP OMEN X-ap045TX 17-inch FHD Gaming Laptop (Intel Core i7-7820HK/16GB/1TB HDD+512GB SSD/GTX 1070 8 GB GDDR5 Graphics/G-SYNC/VR Ready/Windows 10), Shadow Black","{u'ssd_capacity': (98, 102), u'operating_system': (134, 141), u'color': (154, 159), u'system_memory': (66, 70), u'storage_type': (75, 78), u'processor_name': (51, 58), u'processor_brand': (45, 50), u'type': (30, 43)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,,Core i7,,,,,8 GB,HDD,8 GB,,SSD,,
133775397,gaming_computer,"Sanaavay PC (Intel Core i5 9th Gen, 21.5"" Monitor, 120GB SSD, 32GB Ram, Windows 10 Pro, NVIDIA 4GB Graphics, 500GB HDD, MS Office, DVD, WiFi)  --  4gb gt730","{u'operating_system': (72, 79), u'processor_generation': (27, 34), u'system_memory': (62, 66), u'storage_type': (115, 118), u'processor_name': (13, 26), u'processor_brand': (88, 94), u'type': (123, 129)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,HDD,4 GB,,SSD,,
7308298,gaming_computer,"ASUS TUF Gaming FX570 15.6-inch FHD Laptop GTX 1050 4GB Graphics (Core i5-8250U 8th Gen/8GB RAM/1TB SSHD/Windows 10/Black/1.96 kg), FX570UD-E4168T","{u'operating_system': (105, 112), u'processor_generation': (80, 87), u'color': (116, 121), u'system_memory': (52, 55), u'processor_name': (71, 73), u'type': (100, 104)}",,Red,,,,,,,,,,,,Windows 10,,,,Intel,8th Gen,Core i5,,,,,,,8 GB,DDR4,Wireless,,
131285225,gaming_computer,Lenovo Legion Y540 9th Gen Core Intel I5 15.6 inch FHD Gaming Laptop-Lenovo 2TB External Hard Drive,"{u'processor_name': (38, 40), u'processor_brand': (32, 37), u'type': (55, 68), u'processor_generation': (19, 26)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,,8 GB (extracted from unorganised specs),,Laptop,,
134719248,gaming_computer,"Sanaavay PC (Intel Core i3 9th Gen, 18.5"" Monitor, 240GB SSD, 32GB Ram, Windows 10 Pro, NVIDIA 4GB Graphics, 500GB HDD, MS Office, DVD, WiFi)  --  4gb gtx1050ti","{u'operating_system': (72, 79), u'processor_generation': (27, 34), u'system_memory': (62, 66), u'storage_type': (115, 118), u'processor_name': (24, 26), u'processor_brand': (88, 94), u'type': (123, 129)}",,,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i3,,,,,,HDD,4 GB,,SSD,,
88966610,gaming_computer,"MSI Gaming GS65 Stealth 9SF-635IN 2019 16-inch Laptop (9th Gen i7-9750H/16GB/1TB SSD/Windows 10, Home, 64Bit/8 Graphics), Black","{u'color': (122, 127), u'system_memory': (72, 76), u'operating_system': (85, 92), u'type': (4, 10), u'processor_generation': (55, 62)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i7,,,,,,,16 GB,DDR4,SSD,,
111511166,gaming_computer,"MSI Gaming GL63 9RCX-220IN Intel Core i7-9750H 9th Gen 15.6-inch Gaming Laptop (8GB/512GB NVMe SSD/Windows 10 Home/GTX 1050 Ti, 4GB Graphics/Black/2.22Kg) 9S7-16P812-220","{u'operating_system': (99, 106), u'processor_generation': (47, 54), u'color': (141, 146), u'system_memory': (128, 131), u'processor_name': (33, 40), u'processor_brand': (27, 32), u'type': (65, 78)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i7,,,,,,,8 GB,DDR4,Wireless,,
119073739,gaming_computer,"MSI GF63 Thin 9SC-066 15.6"" Gaming Laptop, Thin Bezel, Intel Core i7-9750H, NVIDIA GeForce GTX1650, 16GB, 512GB NVMe SSD","{u'processor_name': (61, 68), u'processor_brand': (76, 82), u'system_memory': (100, 104), u'type': (28, 41)}",,Black,,,,,,,,,,,,Windows,,,,Intel,,Core i7,,,,,,,16 GB,,SSD,,
111511330,gaming_computer,"MSI Gaming GL63 9RCX-219INIntel Corei5-9300H 9th Gen 15.6-inch Gaming Laptop (8GB/512GB NVMe SSD/Windows 10 Home/GTX 1050 Ti, 4GB Graphics/Black/2.22Kg) 9S7-16P812-219","{u'color': (139, 144), u'system_memory': (126, 129), u'operating_system': (97, 104), u'type': (63, 76), u'processor_generation': (45, 52)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i5,,,,,,,8 GB,DDR4,Wireless,,
103385282,gaming_computer,"ASUS TUF Gaming FX505DD 15.6"" FHD 120Hz Laptop GTX 1050 3GB Graphics (Ryzen 5-3550H/8GB RAM/1TB HDD/Windows 10/Gold Steel/2.20 Kg), FX505DD-AL146T","{u'operating_system': (100, 107), u'color': (111, 115), u'system_memory': (56, 59), u'storage_type': (96, 99), u'processor_name': (70, 77), u'type': (9, 15)}",,Steel,,,,,,,,,,,,Windows 10,,,,AMD,,Ryzen 5,,,,,,HDD,8 GB,DDR4,Wireless,,
131241700,gaming_computer,"ASUS ROG Strix G G531GT-AL041T 15.6"" FHD 120Hz Gaming Laptop GTX 1650 4GB Graphics (Core™ i7-9750H 9th Gen/16GB RAM/1TB SSHD + 256GB NVMe SSD/Windows 10/2.40 Kg), Black","{u'color': (163, 168), u'system_memory': (107, 111), u'operating_system': (142, 149), u'type': (47, 60), u'processor_generation': (99, 106)}",,Black,,,,,,,,,,,,Windows 10,,,,Intel,9th Gen,Core i7,,,,,,,16 GB,DDR4,SSHD,,
