product_id,product_name,product_type,operating_system,processor_brand,processor_name,dedicated_graphic_memory_capacity,system_memory,system_memory_type,description,attrs_indexes_dict,overlaps
103130780,"Lenovo Ideapad 130 Intel Core i3 6th Gen 15.6-inch HD Laptop (4GB RAM/1TB HDD/DOS/ Black/2.1kg/with ODD), 81H70059IN  --  ideapad 130 + 6th generation core i3",laptop,Free DOS,Intel,Core i3,,4 GB,DDR4,"Style name: Ideapad 130 + 6th Generation Core i3; | Pattern name: Laptop; Sometimes it's best to keep things simple. Stacked with premium processing and advanced graphics options, the Idea Pad 130 is as powerful as it is easy to use. Available in a range of sophisticated colors, it's safe, durable, and ready for today's tasks - and tomorrow's. A laptop isn't just a piece of electronics - it's also an investment. That's why we designed the Idea Pad 130 with a special protective finish to guard against wear and tear, as well as rubber detailing on the bottom to maximize ventilation and extend component life. Assure seamless multitasking, immersive gaming, fast boot-ups, and theatre-like entertainment as well as store thousands of videos, photos and files. Running out of battery and short on time? The Idea Pad 130 boasts up to 6 hours' battery life.","{u'processor_name': (30, 32), u'processor_brand': (19, 24), u'system_memory': (62, 65), u'operating_system': (78, 81)}",[]
120158858,"(Renewed) Dell 3340 Latitude 13 Inch Screen Laptop (4th Gen Intel Celeron - 2957U /4 GB/1000 GB HDD/Windows 10 Pro), Black",laptop,Windows,Intel,Intel Celeron,,4 GB,DDR3,,"{u'processor_name': (66, 73), u'processor_brand': (60, 65), u'system_memory': (83, 87), u'operating_system': (100, 107)}",[]
96756301,"(Renewed) Dell 3340 Latitude 14 Inches Screen Laptop (4th Gen Intel Core i3 - 4005U /4 GB/500 GB HDD/Widnows 10 Pro), Black",laptop,Windows,Intel,Core i3,,4 GB,DDR3,,"{u'processor_name': (73, 75), u'processor_brand': (62, 67), u'system_memory': (85, 89)}",[]
32794261,"ASUS X507 ( Core i3-7th Gen /4 GB/ 1TB HDD / 15.6"" FHD/ Windows 10 ) Thin and Light X507UA- EJ313T ( Icicle Gold /1.68 kg)",laptop,Windows 10,Intel,Core i3,,4 GB,DDR SDRAM,"; ; A perfect combination of beauty and performance, the stylish X507 is powered by Intel Core i3 processor with 4GB RAM and 1TB 5400 rpm SATA HDD. With a thin 8.1mm bezel and 75.4 percent screen-to-body ratio, the NanoEdge display on X507 provides you with more screen area for more immersive viewing. X507 features a fingerprint sensor for quick and easy logins with Windows Hello. A quick scan is all it takes to log in. ASUS Sonic Master employs a professional-grade codec to ensure precise audio encoding and decoding and uses amplifiers, large speakers and resonance chambers that are perfectly-suited for your specific device. X507 features a 3x the lifespan of standard lithium-ion batteries. With ASUS fast-charge technology, a low battery can be charged to 60 percent in just 49 minutes.;","{u'processor_name': (17, 19), u'system_memory': (29, 33), u'operating_system': (56, 63)}",[]
120154505,"Inspiron 15 3576 core i5 8th Generation 15.6"" Laptop (8GB RAM/480GB SSD + 1TB HDD(No Optical Drive)/DOS/Non Graphic)",laptop,Free DOS,,Core i5,,8 GB,,"; ; Inspiron 15 3576 core i5 8th Generation 15.6"" Laptop (8GB RAM/480GB SSD + 1TB HDD(No Optical Drive)/DOS/Non Graphic);","{u'processor_name': (22, 24), u'system_memory': (54, 57), u'operating_system': (100, 103)}",[]
88320432,"Acer Aspire E5-476 -14"" FHD Notebook (Intel Core i3 8130U Processor / 4GB RAM / 1TB Sata HDD / Windows 10 / 1.6 Kgs) Steel Grey",laptop,Windows 10,Intel,Core i3,,4 GB,DDR4,"; ; Acer Aspire E5-476 -14"" FHD Notebook Intel Core i3 8130U Processor 4GB DDR4 RAM 1TB Sata HDD 14.0"" Full HD Display. Windows 10 Slim Light Weight only 1.6 Kgs Steel Grey;","{u'processor_name': (49, 51), u'processor_brand': (38, 43), u'system_memory': (70, 73), u'operating_system': (95, 102)}",[]
90632638,"HP 15-AC168TU 15.6-inch Laptop (Pentium 3825U/4GB/500GB/Windows 10/Integrated Graphics), Black",laptop,Windows 10,Intel,,,4 GB,DDR3,"; ; HP is one of the most well-known brands when it comes to computing and has been delivering quality products over the years. This HP 168tu 15.6-inch Laptop is no exception. If you are keen on a laptop that offers robust and problem-free operations at an affordable price, backed by a trusted brand - consider the HP 168tu laptop today. Here is a quick look at the features that this HP laptop has to offer.; ; Key features - HP 15-ac 168tu; Impressive 15.6-inch HD LED backlit display; with a resolution of 1,366 x 768 pixels; Thickness of 24mm and weight 2.2kgs and thus can be carried around with ease; Backed by the; Intel Pentium Dual Core-3825U; CPU which clocks at 1.9GHz; Comes with; pre-installed Windows 10; and; 4GB RAM; which ensures glitch-free running of all programmes.; The 500 GB Hard drive ensures that you can store all your favourite content like movies, music, games, and data with ease; The HP 15-ac 168tu laptop relies on the Intel HD GPU for proper management of graphics; The pre-installed webcam is capable of shooting videos of 720px; The 4 cell Li-ion battery ensures that this laptop runs for a long time;","{u'system_memory': (46, 49), u'operating_system': (56, 63)}",[]
103131892,"Lenovo Ideapad 330 Intel Core I3 7th Gen 15.6-inch HD Laptop (4GB RAM/1TB HDD/DOS/Platinum Grey/2.2Kg/with DVD-RW),81DE00GFIN  --  7th gen processor, platinum grey color",laptop,Free DOS,Intel,Core i3,,4 GB,DDR4,"; Size name:; 7th Gen Processor, Platinum Grey color; | Pattern name:; Laptop; ; ; ; Sometimes it’s best to keep things simple. Stacked with premium processing and advanced graphics options, the Idea Pad 330 is as powerful as it is easy to use. Available in a range of sophisticated colors, it’s safe, durable, and ready for today’s tasks - and tomorrow’s. A laptop isn’t just a piece of electronics - it’s also an investment. That’s why we designed the Idea Pad 330 with a special protective finish to guard against wear and tear, as well as rubber detailing on the bottom to maximize ventilation and extend component life. Assure seamless multitasking, immersive gaming, fast boot-ups, and theatre-like entertainment as well as store thousands of videos, photos and files. Running out of battery and short on time? The Idea Pad 330 boasts up to 6 hours’ battery life. Leverage the best of Windows 10, with a new update packed with exciting features. The powerfully reimagined Photos app makes it easier–and more fun - to tell your story in video: add a soundtrack, use transitions, deploy 3D effects, and more. And sharing is quicker than ever, with intuitive settings that making it easier to instantly connect with the people you care about most.. We are committed to providing an uncluttered desktop and a safer PC experience out of the box. Our preload contains just five hand-selected applications designed to increase your productivity. Combining powerful performance with a sturdy finish, the Idea Pad 330 is built to last.;","{u'processor_name': (30, 32), u'processor_brand': (19, 24), u'system_memory': (62, 65), u'operating_system': (78, 81)}",[]
119063389,HP 15 Ryzen R3 FHD(4GB/1TB HDD/Win 10/MS Office) 15-db0186AU & X3500 Wireless Mouse  --  laptop + wireless mouse - ryzen 3 + ms office,laptop,Windows 10,AMD,Ryzen 3,,4 GB,,"; Style name:; Ryzen 3 + MS Office; | Pattern name:; Laptop + Wireless Mouse; ; ; ; HP X3500 Wireless Mouse (Black); HP invites you to improve the way you connect and communicate, work and play. Built with strict HP standards and guidelines, this world-class HP Wireless Mouse X3500 effortlessly blends sleek, modern design with life-enhancing, advanced features;","{u'processor_name': (115, 122), u'system_memory': (19, 22)}",[]
7973699,"Dell Inspiron 5559 15.6-inch Laptop (Intel Core i5-6200U/8 GB/1 TB/Win 10/AMD Radeon R5 M335 4GB DDR3/without bag), Silver",laptop,Windows 10,AMD,Core i5,,8 GB,DDR3,"HD LED Truelife Display; Add magic to your multimedia viewing experience with the 15.6 inch HD LED Truelife display of the Dell Inspiron 5559 15.6-inch Laptop. The efficient picture technology featured by this screen offers you a vivid image quality for your movies, music and videos. The details in your multimedia content will appear lively due to the 1366 x 768 pixels resolution supported by the display.; Dual Core i5 Processor, 1 TB HDD; The Inspiron 5559 15.6-inch Laptop comes capacitated with Intel 2.3 GHz Dual Core i5-6200U processor to unleash a powerful productivity for your computing tasks. The 8 GB DDR3L SDRAM boosts the performance to a level up allowing you smooth downloading, surfing or documenting. You can hoard large albums of audio visual content in the 1 TB HDD. The built-in Windows 10 operating system features the unique Edge browser to provide you an expansive viewing horizon for your web content. You can write notes directly on the web pages as well as transmit these scribbled pages to others. Windows 10 also allows users to create up to four windows on their PC screen and drag apps into these windows for real-time multitasking. Also, the option to open up individual desktops for managing your crucial business/personal assignments separately is possible with Windows 10 OS.; Tray Load DVD Drive; You can store your albums of photographs, videos and more on DVDs and CDs. Simultaneously, you can also playback DVDs and CDs that you pop on the tray load DVD drive of the Inspiron 5559 15.6-inch Laptop. The 4 GB ATI Radeon graphics co-processor provides exciting gaming experience and turns your visuals noticeably appealing.; Wi-Fi Technology, Sturdy Battery; You can go online via the built-in Wi-Fi 802.11 A/C technology supported by the Inspiron 5559 15.6-inch Laptop. The dual USB 2.0 ports will make it feasible for you to connect your pen drives, external hard drives, USB memory card readers, USB laptop cooling fans and more with this Inspiron 5559 15.6-inch Laptop. You can go on endlessly for hours ","{u'processor_name': (74, 77), u'processor_brand': (37, 42), u'system_memory': (93, 96), u'system_memory_type': (97, 101)}",[]
88320938,"(Renewed) Lenovo Thinkpad L420 14-inch Laptop (Celeron/4GB/160GB/Windows 7/Integrated Graphics), Black",laptop,Windows 7,Intel,Intel Celeron,,4 GB,DDR2,"; Size name:; Celeron/4GB/160GB; ; ; ; This Renewed Product has been tested to work and look like new by a qualified manufacturer or a specialized third-party refurbisher. The products is refurbished in India and the refurbishment process typically includes a full diagnostic test, replacement of any defective parts, a thorough cleaning and inspection process, and repackaging. The product comes with relevant accessories and is backed by a minimum six month supplier-backed warranty;","{u'processor_name': (47, 54), u'system_memory': (55, 58), u'operating_system': (65, 72)}",[]
90632697,"AVITA LIBER NS14A1IN024P 14-inch Laptop (Core i5-7Y54/8GB/256SSD/Windows 10 Home/Integrated Graphics), Urban Ruby",laptop,Windows 10,Intel,Core i5,,8 GB,DDR3,"; ; The Thin and Light Liber boasts exciting colors, a premium backlit keyboard, glass trackpad, diamond cut beveling and capable performance.;","{u'processor_name': (46, 48), u'system_memory': (54, 57), u'operating_system': (65, 72)}",[]
103132225,"HP 14 Core i3 7th gen 14-inch Thin and Light Laptop (4 GB/1 TB HDD/Windows 10 Home/No DVD/Jet Black/1.59 kg), 14q-CS0005TU",laptop,Windows 10,Intel,Core i3,,4 GB,DDR4,"; Style name:; Windows 10 Home; | Pattern name:; Laptop; ; ; ; Designed for long-lasting performance, this stylishly designed HP 14 inch laptop has a long-lasting battery that keeps you connected, entertained, and productive all day. Speed through tasks, or sit back and socialize – with the latest processors and a rich HD display. Do it all, all day.;","{u'processor_name': (11, 13), u'system_memory': (53, 57), u'operating_system': (67, 74)}",[]
103132228,HP 14Q CS0009TU (Core i3 7020U/4GB/1TB/DOS 2.0) & X3500 Wireless Mouse & Express Backpack  --  laptop + wireless mouse + bag - free dos,laptop,Free DOS,Intel,Core i3,4 GB,4 GB,,"Style name: Free DOS; | Pattern name: Laptop + Wireless Mouse + Bag; HP X3500 Wireless Mouse (Black); HP invites you to improve the way you connect and communicate, work and play. Built with strict HP standards and guidelines, this world-class HP Wireless Mouse X3500 effortlessly blends sleek, modern design with life-enhancing, advanced features","{u'processor_name': (22, 24), u'system_memory': (31, 34), u'operating_system': (39, 42)}",[]
103132235,HP 14Q CS0009TU 2018 14-inch Laptop + HP Express Laptop Bag  --  laptop + express bag - free dos,laptop,Free DOS,Intel,Core i3,,4 GB,DDR4,"Style name: Free DOS; | Pattern name: Laptop + Express Bag; HP 14Q CS0009TU 2018 14-inch Laptop (7th Gen Core i3 7020U/4GB/1TB/DOS 2.0/Integrated Graphics), Jet Black; Designed for long-lasting performance, this stylishly designed HP 14-inch laptop has a long-lasting battery that keeps you connected, entertained, and productive all day. Speed through tasks, or sit back and socialize with the latest processors and a rich HD display. Do it all, all day.; HP Express 27 ltrs 15.6-inch Laptop Backpack (Black); This Backpack Is Made Of Durable, Heavy-Duty Polyster fabric which weighs only 500 gm and fits utp 15.6 laptop.","{u'operating_system': (93, 96)}",[]
117550181,"HP Pavilion 14 14-ce3022TX 2019 14-inch Laptop (10th Gen Core i5-1035G1/8GB/1TB HDD + 256GB SSD/Windows 10, Home/2GB Graphics), Mineral Silver",laptop,Windows 10,Intel,Core i5,2 GB,8 GB,DDR4,"Express yourself like never before with this extra slim powerhouse built just for you. Stylish enough to follow you anywhere, and powerful enough to make it through any day.","{u'processor_name': (62, 64), u'system_memory': (88, 91), u'operating_system': (96, 103), u'dedicated_graphic_memory_capacity': (113, 116)}",[]
103132267,"HP 14Q CS0009TU 2018 14-inch Laptop (7th Gen Core i3 7020U/4GB/1TB/DOS 2.0/Integrated Graphics), Jet Black  --  free dos",laptop,Free DOS,Intel,Core i3,4 GB,4 GB,DDR4,"Style name: Free DOS; | Pattern name: Laptop; Designed for long-lasting performance, this stylishly designed HP 14-inch laptop has a long-lasting battery that keeps you connected, entertained, and productive all day. Speed through tasks, or sit back and socialize with the latest processors and a rich HD display. Do it all, all day.","{u'processor_name': (50, 52), u'system_memory': (59, 62), u'operating_system': (67, 70)}",[]
88321378,"(Renewed) Lenovo T440 14.1-inch Laptop (4th Gen Core I5 4300U/4GB/500GB/Window 7 Pro 64 Bit/Integrated Graphics), Black  --  ram:4gb harddisk:500gb",laptop,Windows 7,Intel,Core i5,,16 GB,DDR3,"; Size name:; RAM:4GB Harddisk:500GB; ; ; ; This Renewed Product has been tested to work and look like new by a qualified manufacturer or a specialized third-party refurbisher. The products is refurbished in India and the refurbishment process typically includes a full diagnostic test, replacement of any defective parts, a thorough cleaning and inspection process, and repackaging. The product comes with relevant accessories and is backed by a minimum six month seller warranty;","{u'processor_name': (53, 55), u'system_memory': (62, 65)}",[]
134569126,"Newest Lenovo Yoga 730 2-in-1 15.6"" FHD IPS Touch-Screen Premium Laptop | Intel Quad Core i5-8250U (beat i7-7500U) | 16GB DDR4 RAM | 512GB SSD | Thunderbolt | Backlit Keyboard | Windows 10 | Iron Gray  --  15.6-inch | 16gb",laptop,Windows 10,Intel,Core i5,,16 GB,SDRAM,"Size name: 15.6-inch | 16GB; Tec Specs: 1.; Yoga Convertible 2-in-1 ，360° flip-and-fold design; 2.; 16GB system memory for intense multitasking and gaming; 3.; 512GB M.2 solid-state drive for dependable, spacious file storage; Operating System: Windows 10 Home 64-Bit English; Display: 15.6"" Full HD (1920 x 1080) IPS Touchscreen Energy-efficient LED Backlight Display; Keyboard: Backlit Keyboard; Security Features: Fingerprint Reader; Processor: 8th Gen Intel Core i5-8250U Mobile Processor Quad-core 6MB Cache; Memory: 16GB DDR4; Hard Drive: 512GB SSD Hard Driver; Ports: 1 X Thunderbolt 3, 1 X USB 3.1 Type-C, 2 X USB 3.0 Type-A,1 X HDMI, Stereo Speakers, Headphone/microphone Combo Jack; Video: Intel UHD Graphics 620; Audio: Stereo Speakers; Wireless Connectivity: 802.11ac + Bluetooth; Webcam: HD Webcam; Battery: 3-Cell; Color: Iron Gray; Dimensions(inches): 0.7"" H x 14.2"" W x 9.8"" D; Weight: 4.17 Lbs","{u'operating_system': (178, 185), u'system_memory': (118, 121), u'dedicated_graphic_memory_capacity': (135, 138), u'system_memory_type': (122, 126), u'processor_name': (90, 92), u'processor_brand': (74, 79)}",[]
70390284,"Micromax Ignite LPQ61408W 14-inch Laptop (6th Gen Braswell N3700 Quad Core/4GB/1TB/Windows 10/Integrated Graphics), Black",laptop,Windows 10,Intel,,,4 GB,,"; ; With the Ignite laptop’s preinstalled Windows 10 OS and massive 1TB hard drive, turn heavy-duty work into child’s play.;","{u'system_memory': (75, 78), u'operating_system': (83, 90)}",[]
21605917,Lenovo Y520 80WK00R1IN 15.6-inch Laptop (7th Gen Core i7-7700HQ/8GB/1TB+128GB SSD/Windows 10/4GB Graphics/with Pre-Installed MS Office),laptop,Windows 10,Intel,Core i7,4 GB,8 GB,DDR4,"Upto 3.8GHz Intel Core i7-7700HQ 7th Gen processor,8GB DDR4 RAM,1TB Serial ATA hard drive with 128GB SSD,15.6-inch screen, N17P-G0 4GB Graphics,Windows 10 operating system,2.4kg laptop.","{u'processor_name': (49, 56), u'system_memory': (93, 96), u'operating_system': (82, 89)}",[]
88977052,"NEXSTGO Primus NX101 NP14N1IN006P 14-inch Laptop (Core i5-8250U/16GB/512GB SSD/Windows 10 Pro/Full HD + IR/Finger Print/Integrated Graphics/Thin & Light/1.3KG), Silver",laptop,Windows 10,Intel,Core i5,16 GB,16 GB,DDR4,"; ; Nexstgo Primus series are highly portable and strong. Built with world-class quality and reliability, Primus gives you confidence and assurance for your IT investment.;","{u'processor_name': (55, 57), u'system_memory': (65, 68), u'operating_system': (79, 86), u'dedicated_graphic_memory_capacity': (71, 74)}",[]
7598713,HP Pavilion x360 14-cd0053TX Laptop(8th Gen i5-8250U/8GB DDR4/1TB HDD/16GB Optane/NVIDIA MX130 2GB Graphics/Win 10/MS Office H&S 2016) Mineral Silver,laptop,Windows 10,Intel,Core i5,2 GB,16 GB,DDR4,"; ; Be free to create, connect and share in more ways with the new Pavilion x360. With the latest technology and an ultra thin and light design, this powerful PC is the one device for everything you're into. A durable 360-degree geared hinge gets you in the perfect position to work, write, watch and play. Easily convert to tablet for notetaking and drawing that feels as natural as pen on paper. All your activities become easier and faster than before with the latest processor and advanced graphics. Watch videos, edit photos and connect to family and friends with all the power you need to get things done. With dual HP speakers, HP audio boost and custom tuning by the experts at B and O Play, you can experience rich, authentic audio. Let the sound move you.;","{u'processor_name': (44, 46), u'processor_brand': (82, 88), u'system_memory': (71, 74), u'system_memory_type': (57, 61), u'dedicated_graphic_memory_capacity': (95, 98)}",[]
76918619,Dell Vostro 3568 Intel Core i3 7th Gen 15.6-inch FHD Laptop (8 GB/ 1TB HDD/ Windows 10 Home/ MS Office/Black/2.5kg),laptop,Windows 10,Intel,Core i3,,8 GB,DDR4,; ; Dell Vostro 3568 powered with 7th Gen Intel Core i3 processor with 8GB Ram and 1 TB Storage with Windows 10 and preloaded Ms Office Home & Student 2016.;,"{u'processor_name': (28, 30), u'processor_brand': (17, 22), u'system_memory': (61, 65), u'operating_system': (76, 83)}",[]
7467664,"HP Pavilion 15-CK069TX 15.6-inch Laptop (8th Gen Intel Core i5-8250U Mobile Processor/8GB/2TB/Windows 10/NVIDIA GeForce MX130), Mineral Silver",laptop,Windows 10,Intel,Core i5,2 GB,8 GB,DDR4,"Newest HP Pavilion 15-CK069TX anti-glare 15.6-inch full HD laptop with 8th gen intel i5-8250U processor alomg with 8GB DDR4, 2TB HDD and NVIDIA 2GB Graphic, Windows 10, backlit KB, MS Office H and S 2016.","{u'processor_name': (49, 62), u'processor_brand': (105, 111), u'system_memory': (86, 89), u'operating_system': (94, 101)}",[]
18329624,Acer Travelmate TMP-249 Pentium Dual Core / 4GB Ram / 500 GB / 14-inch / with ODD / Windows 10 SL,laptop,Linux,Intel,Intel Pentium,,4 GB,SDRAM,; Acer Travelmate TMP-249 Pentium Dual Core / 4GB RAM/ 500 GB / 14-inch with ODD / Windows 10 SL comes with 3 Years Warranty.;,"{u'processor_name': (24, 41), u'system_memory': (44, 47), u'operating_system': (84, 91)}",[]
120154568,"Vostro 15 3578 core i5 8th Generation 15.6"" Laptop (4GB RAM/2TB HDD/DOS/Non Graphic)",laptop,Free DOS,,Core i5,,4 GB,,"; ; Vostro 15 3578 core i5 8th Generation 15.6"" Laptop (4GB RAM/2TB HDD/DOS/Non Graphic);","{u'processor_name': (20, 22), u'system_memory': (52, 55), u'operating_system': (68, 71)}",[]
120145957,"2017 Model HP 17.3"" HD+ High Performance WLED Backlight Laptop, 7th Gen Intel Core i7-7500U, 8GB RAM, 1TB HDD, Windows 10",laptop,Windows 10,Intel,Core i7,,8 GB,DDR3,; ; Screen Size17.3 inches Screen Resolution1600x900 Max Screen Resolution1600 x 900 (HD+) Processor2.7 GHz Intel Core i7 RAM8 GB DDR SDRAM Hard Drive1 TB mechanical_hard_drive Graphics CoprocessorIntel HD Graphics 620 Chipset Brandintel Card DescriptionIntegrated Number of USB 2.0 Ports2 Brand NameHP SeriesHP 17 Item model numberT8TJG Hardware PlatformPC Operating SystemWindows 10 Item Weight7.2 pounds Package Dimensions21.7 x 13.5 x 2.8 inches Processor BrandIntel Processor Count4 Computer Memory TypeDDR3 SDRAM Hard Drive InterfaceSerial ATA Hard Drive Rotational Speed5400 RPM Batteries1 Lithium Polymer batteries required. (included);,"{u'processor_name': (78, 85), u'processor_brand': (72, 77), u'system_memory': (93, 96), u'operating_system': (111, 118)}",[]
56865000,"Acer Aspire 5s 8th Gen Core i3 15.6-inch Full HD Thin and Light Laptop (4GB/1TB/Windows 10 Home/Silver/1.8kg), A515-52",laptop,Windows 10,Intel,Core i3,32 GB,4 GB,DDR4,"; Colour:; Silver; ; ; ; Enjoy premium looks with the new Acer Aspire thin and light notebook (Model A515-52), which features a beautiful exterior like -15.6 inch Full high-def display giving you ample space for opening multiple windows and digital Entertainment. It's powered by Ultra fast Intel Core i3 8th gen Whiskey Lake CPU.Enjoy smooth multitasking and excellent performance with 4GB installed RAM and 1TB HDD with Intel HD graphics.;","{u'processor_name': (28, 30), u'system_memory': (72, 75), u'operating_system': (80, 87)}",[]
96939687,(Renewed) HP Pavilion x360 14-cd0053TX Laptop(8th Gen i5-8250U/8GB DDR4/1TB HDD/16GB Optane/NVIDIA MX130 2GB Graphics/Win 10/MS Office H&S 2016) Mineral Silver,laptop,Windows 10,Intel,Core i5,2 GB,16 GB,DDR4,,"{u'processor_name': (54, 56), u'processor_brand': (92, 98), u'system_memory': (81, 84), u'system_memory_type': (67, 71), u'dedicated_graphic_memory_capacity': (105, 108)}",[]
120159144,"Vostro 14 3468 core i5 7th Generation 14"" Laptop (8GB RAM/2TB HDD/DOS/Non Graphic)",laptop,Free DOS,,Core i5,,8 GB,,"; Vostro 14 3468 core i5 7th Generation 14"" Laptop (8GB RAM/2TB HDD/DOS/Non Graphic);","{u'processor_name': (20, 22), u'system_memory': (50, 53), u'operating_system': (66, 69)}",[]
31437233,"Asus X541UA-DM883T 15.6-Inch Laptop (6th Gen Core i3-6006U/4GB/1TB/Windows 10/Integrated Graphics), Silver",laptop,Windows 10,Intel,Core i3,,4 GB,DDR4,,"{u'processor_name': (50, 52), u'system_memory': (59, 62), u'operating_system': (67, 74)}",[]
31437487,DELL Inspiron 7570 15.6-inch Laptop (Core i5-8250U/8GB/1TB/Windows 10 Home/4GB Nvidia Geforce 940MX Graphics),laptop,Windows 10,Intel,Core i5,4 GB,8 GB,DDR4,"; ; DELL Inspiron 7570, 15.6-inch, 8th Gen Core i5, 8GB RAM, 1TB HDD+128GB SSD, 4GB NVidia GDDR5 Graphic, FHD, Windows 10 laptop with Office 2016.;","{u'processor_name': (42, 44), u'processor_brand': (79, 85), u'system_memory': (75, 78), u'operating_system': (59, 66)}",[]
88978215,"HP 348 G4 Laptop with i3 7th Gen, 4GB Ram and 1TB Drive Dos (Silver)",laptop,Free DOS,Intel,Core i3,,4 GB,DDR3,; Colour:; Silver; ; ; ; HP 348 G4 Laptop I3 7th Gen 4GB Ram 1TB Drive Dos 1 Year Warranty;,"{u'processor_name': (22, 24), u'system_memory': (34, 37), u'operating_system': (56, 59)}",[]
103134263,"HP Spectre x360 13-ap0101TU 2019 13.3-inch Full HD Laptop (8th Gen Intel Core i7-8565U/16GB/512GB SSD/Win 10/MS Office/Intel UHD Graphics 620), Dark Ash Silver  --  i7+16 gb + 512gb ssd",laptop,Windows 10,Intel,Core i7,,16 GB,DDR4,"; Colour:; Dark Ash Silver; | Size name:; i7+16 GB + 512GB SSD; | Pattern name:; Laptop; ; ; ; Time is now on your side with the world’s longest battery life in a quad-core convertible you have more of it. Power through your longest days and nights on a dazzling touchscreen and, go further with the thin, light, and portable Spectre convertible - featuring a gem-cut, all-aluminium designed to elegantly take you wherever your passions lead you. Up to 20 hours requires laptop configured with Intel Core i5-8565U or i7-8265U processors with 8gb RAM, 256gb SSD, low power FHD display, Windows 10 Home RS4. Windows 10/ MM14 battery life will vary depending on various factors including product model, configuration, loaded applications, features, use, wireless functionality, and power management settings. The maximum capacity of the battery will naturally decrease with time and usage.;","{u'processor_name': (73, 80), u'processor_brand': (67, 72), u'system_memory': (88, 91), u'dedicated_graphic_memory_capacity': (94, 97)}",[]
103134282,"HP Spectre Folio Core i7 8th Gen 13.3-inch FHD Laptop (16GB/512GB SSD/Win 10 Pro/MS Office/IR Camera/Cognac Brown Leather), 13-ak0040TU  --  i7+16 gb + 512gb ssd",laptop,Windows 10,Intel,Core i7,,16 GB,DDR4,"; Colour:; Cognac Brown Leather; | Size name:; i7+16 GB + 512GB SSD; | Pattern name:; Laptop; ; ; ; Masterful craftsmanship meets bold new design. Crafted from 100% genuine leather, this groundbreaking device pushes the boundaries of what you expect from a PC. Stay on top of projects in laptop position or fold the screen down for photo edits in tablet position. And after a long day, forward position delivers the perfect angle for watching movies. The HP Spectre Folio adapts to your every need and longest days.;","{u'processor_name': (17, 24), u'system_memory': (56, 59), u'dedicated_graphic_memory_capacity': (62, 65)}",[]
102552492,"HP 14 7th Gen Intel Core i3 Processor 14-inch Thin and Light Laptop (4GB /1TB HDD/Windows 10 Home/Smoke Gray /1.59 kg), 14q-cs0006TU  --  i3 + win 10",laptop,Windows 10,Intel,Core i3,,4 GB,DDR4,"Style name: i3 + Win 10; | Pattern name: Laptop; Designed for long-lasting performance, this stylishly designed HP 15"" laptop has a long-lasting battery that keeps you connected, entertained, and productive all day. Speed through tasks, or sit back and socialize – with the latest processors and a rich HD display. Do it all, all day.","{u'processor_name': (25, 27), u'processor_brand': (14, 19), u'system_memory': (69, 72), u'operating_system': (82, 89)}",[]
7320883,"Lenovo Ideapad 330 Intel N4000 15.6 HD Laptop ( 4 GB RAM / 1 TB HDD / Windows 10 Home / Onyx Black / 2.2 Kg), 81D100FWIN",laptop,Windows 10,Intel,Intel Celeron,,4 GB,DDR4,"; ; Sometimes it’s best to keep things simple. Stacked with premium processing and advanced graphics options, the Idea Pad 330 is as powerful as it is easy to use. Available in a range of sophisticated colors, it’s safe, durable, and ready for today’s tasks - and tomorrow’s. A laptop isn’t just a piece of electronics - it’s also an investment. That’s why we designed the Idea Pad 330 with a special protective finish to guard against wear and tear, as well as rubber detailing on the bottom to maximize ventilation and extend component life. Assure seamless multitasking, immersive gaming, fast boot-ups, and theatre-like entertainment as well as store thousands of videos, photos and files. Running out of battery and short on time? The Idea Pad 330 boasts up to 6 hours’ battery life. Leverage the best of Windows 10, with a new update packed with exciting features. The powerfully reimagined Photos app makes it easier–and more fun - to tell your story in video: add a soundtrack, use transitions, deploy 3D effects, and more. And sharing is quicker than ever, with intuitive settings that making it easier to instantly connect with the people you care about most.. We are committed to providing an uncluttered desktop and a safer PC experience out of the box. Our preload contains just five hand-selected applications designed to increase your productivity. Combining powerful performance with a sturdy finish, the Idea Pad 330 is built to last.;","{u'processor_brand': (19, 24), u'system_memory': (48, 52), u'operating_system': (70, 77)}",[]
31438135,HP 240 G6 i5 7200U/4GB/500GB/Win 10 P/14-inch/DVDRW/onsite 1y+ADp/1.9 kg,laptop,Windows 10,Intel,Core i5,4 GB,4 GB,DDR SDRAM,"; ; Warranty 1 year standard parts, labour and on-site warranty, depending on country (upgrades available), 1 year warranty on primary battery.;","{u'processor_name': (10, 12), u'system_memory': (19, 22)}",[]
20297189,"Lenovo Think Pad E450 (20DDA066IG) i5 5th (5200U/4GB/1TB HDD/14"" LED/DOS), Black",laptop,Free DOS,Intel,Core i5,,4 GB,DDR3,"; ; Key Features Get it all in the slim, light ThinkPad E450 (14"") notebook – remarkable performance, exceptional mobility and outstanding features for business. The latest generation Intel Processors with next generation AMD discrete graphics drives this powerhouse and also ensures improved battery life as compared to the previous generation. Exceptional Mobility Choose from a 14"" (E450) display. Each features a thinner professional design, light and easy to carry with Graphite Black Soft Touch paint. Perfect for professionals on the go. Who Needs a Thinkpad E450 Notebook? Anyone who works remotely and wants the convenience of a thin, light notebook with real performance Businesses seeking notebooks with the latest features. Organizations that want notebooks delivering exceptional performance and manageability.;","{u'processor_name': (35, 37), u'system_memory': (49, 52), u'operating_system': (69, 72)}",[]
